Unnamed: 0,university,sent_id,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,governer_first_cs_word,preceding_word,governer_trans,preceding_trans,Unnamed: 12,Unnamed: 13,preceding_prob
1047,PSU,1454,可以 一直 住 ， 没有 lease 的 问题 。,可以 一直 住 ， 没有 租金 的 问题 。,6,lease,租金,问题,没有,The problem,There is no,,,0.00022829154906192926
1048,PSU,1455,害怕 没有 sponsor ？,害怕 没有 赞助 ？,3,sponsor,赞助,害怕,没有,Afraid of,There is no,,,0.00022829154906192926
1049,PSU,1456,没错 ， 我 是 学生 党 l team player ！,没错 ， 我 是 学生 党 队员 ！,7,l,队员,没错,党,That's right,The party,,,0.00020754638661740898
1050,PSU,1457,富有 责任心 现在 就 申请 请 发送 你 的 resume 至 em@111,富有 责任心 现在 就 申请 请 发送 你 的 简历 至 em@111,10,resume,简历,发送,的,send,the,,,3.9172404607849954e-05
1051,PSU,1458,我 可以 帮忙 share 费用 。,我 可以 帮忙 公共 的 费用 。,4,share,公共,。,帮忙,.,help,,,4.602757541422369e-05
1052,PSU,1471,今天 随手 一 试 发现 code 能用 ， 真是 意外 惊喜 。,今天 随手 一 试 发现 代码 能用 ， 真是 意外 惊喜 。,6,code,代码,能用,发现,Can be used,found,,,4.7986195644616194e-05
1053,PSU,1477,很 好 的 deal ， 有 兴趣 的 朋友 不 要 错过 。,很 好 的 一 笔 交易 ， 有 兴趣 的 朋友 不 要 错过 。,4,deal,一,有,的,There are,the,,,3.766620211684056e-05
1054,PSU,1481,不如 去 抢 吧 ~ ~ 我 不 会 卖 dealer 吗 ~~~,不如 去 抢 吧 ~ ~ 我 不 会 卖 零售商 吗 ~~~,11,dealer,零售商,卖,卖,sell,sell,,,0.000539296011283732
1055,PSU,1487,如果 有 价格 合适 的 studio 也 请 联系 楼 主 哦 ， 邮箱 em@117,如果 有 价格 合适 的 工作室 也 请 联系 楼 主 哦 ， 邮箱 em@117,6,studio,工作室,联系,的,contact,the,,,2.5110801411227038e-05
1056,PSU,1490,email 联系 了 您 ， 请 查收 ， 谢谢 。,电子 邮件 联系 了 您 ， 请 查收 ， 谢谢 。,1,email,电子,联系,,contact,,,,0.0
1057,PSU,1492,是 一 个 三 层 独立 house ， 房间 位于 二 楼 ， 一 层 为 厨房 和 客厅 。,是 一 个 三 层 独立 房子 ， 房间 位于 二 楼 ， 一 层 为 厨房 和 客厅 。,7,house,房子,房子,独立,house,independent,,,9.988963175001738e-05
1058,PSU,1493,独立 卫生间 ， 大 的 walk in closet 。,独立 卫生间 ， 大 的 壁橱 衣柜 。,6,walk,壁橱,in,的,在,the,,,8.788780493929464e-05
1059,PSU,1495,还 需要 ride for five 吗 ？,还 需要 五 个 人 的 车 吗 ？,3,ride,五,five,需要,五个,Need to be,,,0.00012454334108269677
1060,PSU,1496,大家 有 这 方面 的 商家 信息 ， 可以 share 啊 。,大家 有 这 方面 的 商家 信息 ， 可以 公共 的 啊 。,10,share,公共,可以,可以,can,can,,,4.602757541422369e-05
1061,PSU,1502,通过 refer 获得 的 信用卡 ， 比 自己 申请 难度 小 一些 。,通过 参照 获得 的 信用卡 ， 比 自己 申请 难度 小 一些 。,2,refer,参照,小,通过,small,through,,,7.834480921569991e-06
1062,PSU,1505,做 examination 的 目的 也 是 配 眼镜 。,做 测试 的 目的 也 是 配 眼镜 。,2,examination,测试,做,做,do,do,,,0.046387187941592085
1063,PSU,1509,求 当日 去 jfk 的 ride 。,求 当日 去 肯尼迪 的 拼车 。,4,jfk,肯尼迪,去,去,Go to the,Go to the,,,0.0003113066578117217
1064,PSU,1510,楼 主脑 残 ， 一 个 没 注意 点 了 两 次 bid 。,楼 主脑 残 ， 一 个 没 注意 点 了 两 次 出价 。,13,bid,出价,注意,次,Pay attention to,time,,,1.958620230392498e-06
1065,PSU,1511,当时 bid 的 结果 相当于 原价 的 66% 。,当时 出价 的 结果 相当于 原价 的 66% 。,2,bid,出价,结果,当时,The results of,At that time,,,8.303406472505345e-05
1066,PSU,1512,office 属于 apartment store ， 很 专业 也 很 nice 。,办事处 属于 公寓 商店 ， 很 专业 也 很 友好 。,1,office,办事处,属于,,Belong to,,,,0.0
1067,PSU,1514,应该 是 符合 了 官 网 申请 ride for five 的 要求 。,应该 是 符合 了 官 网 申请 五 个 人 的 车 的 要求 。,8,ride,五,five,申请,五个,To apply for,,,6.227813414710095e-05
1068,PSU,1516,新人 报道 ， 如何 加入 羽毛球 和 乒乓球 俱乐部 的 email list ， 这样 就 可以 知道 什么 时候 大家 一起 活动 了 ？,新人 报道 ， 如何 加入 羽毛球 和 乒乓球 俱乐部 的 邮件 列表 ， 这样 就 可以 知道 什么 时候 大家 一起 活动 了 ？,11,email,邮件,list,的,列表,the,,,0.0002636634148178839
1069,PSU,1520,各个 卧室 都 不 share 墙 ， 互 不 打扰 ！,各个 卧室 都 不 公共 的 墙 ， 互 不 打扰 ！,5,share,公共,，,不,，,Don't,,,4.602757541422369e-05
1070,PSU,1521,其他 的 utility 也 都 是 包含 的 ， 不用 额 外交 ， 比如 sewer 。,其他 的 设施 也 都 是 包含 的 ， 不用 额 外交 ， 比如 下水道 。,3,utility,设施,包含,的,contains,the,,,2.5110801411227038e-05
1071,PSU,1525,那 还 需要 ineligible letter 吗 ？,那 还 需要 不 适用 信件 吗 ？,4,ineligible,不,letter,需要,信,Need to be,,,0.00012454334108269677
1072,PSU,1527,主人 是 一 个 很 和善 的 中东 lady 。,主人 是 一 个 很 和善 的 中东 女士 。,9,lady,女士,女士,中东,Ms.,In the Middle East,,,0.0
1073,PSU,1535,或者 附近 有 没 公寓 ， 可以 免费 overnight parking 的 啊 ？,或者 附近 有 没 公寓 ， 可以 免费 过夜 停车 的 啊 ？,9,overnight,过夜,没,免费,no,free,,,1.4689651727943732e-05
1074,PSU,1536,我 赶 时间 直接 去 机场 ， 所以 到 市区 的 我 只 能 中途 把 你 放到 mall 或者 其他 公交 进城 方便 的 地方 。,我 赶 时间 直接 去 机场 ， 所以 到 市区 的 我 只 能 中途 把 你 放到 大 商场 或者 其他 公交 进城 方便 的 地方 。,19,mall,大,或者,放到,or,In the,,,7.947609359104782e-05
1075,PSU,1549,在 “ 参考 思路 ” 中 ， 我们 已经 为 大家 列出 了 从 不同 stakeholders 的 角度 ， 为什么 此 项 政策 是 有意义 的 ， 欢迎 大家 参考 。,在 “ 参考 思路 ” 中 ， 我们 已经 为 大家 列出 了 从 不同 利益 相关者 的 角度 ， 为什么 此 项 政策 是 有意义 的 ， 欢迎 大家 参考 。,16,stakeholders,利益,的,不同,the,different,,,0.0038288149200271723
1076,PSU,1550,希望 是 studio ， 或是 one bedroom .,希望 是 工作室 ， 或是 一 间 卧室 。,3,studio,工作室,.,是,.,is,,,8.81379103676624e-06
1077,PSU,1551,校 医院 有 专门 针对 抑郁 情绪 的 心理 辅导 ， 保险 cover 的,校 医院 有 专门 针对 抑郁 情绪 的 心理 辅导 ， 保险 包含 的,13,cover,包含,有,保险,There are,insurance,,,3.8193094492653704e-05
1078,PSU,1558,欢迎 email 咨询 ： em@123,欢迎 邮件 咨询 ： em@123,2,email,邮件,咨询,欢迎,consulting,welcome,,,0.00016452409935296982
1079,PSU,1559,firestone 贵 于 其他 ， 但是 给 免费 transportation ( 出租 ) 。,火石 贵于 其他 ， 但是 给 免费 运输 （ 出租 ） 。,1,firestone,火石,贵,,your,,,,0.0
1080,PSU,1564,很 爱 干净 不 party 。,很 爱 干净 不 派对 。,5,party,派对,爱,不,love,Don’t,,,9.891032163482114e-05
1081,PSU,1568,如果 你 能 看到 这个 post 就 说明 房间 还 available,如果 你 能 看到 这个 帖子 就 说明 房间 还 有 位置,6,post,帖子,说明,这个,instructions,this,,,0.000794381555904602
1082,PSU,1569,pictures 请 联系 pn-23,图片 请 联系 814-954-0638,1,pictures,图片,联系,,contact,,,,0.0
1083,PSU,1571,有意 spring 开始 租 ， 房子 具体 信息 时 什么,有意 春天 开始 租 ， 房子 具体 信息 时 什么,2,spring,春天,租,有意,rent,intentionally,,,0.00015571030831620358
1084,PSU,1572,提 你 是 在 bbs 上 看到 的 帖子 还有 额外 优惠 哦 。,提 你 是 在 论坛 上 看到 的 帖子 还有 额外 优惠 哦 。,5,bbs,论坛,看到,在,see,in,,,0.09654606090060498
1085,PSU,1575,这 就 需要 另外 的 trick 去 开 免费 的 savings 账户 了 。,这 就 需要 另外 的 技巧 去 开 免费 的 储存 账户 了 。,6,trick,技巧,需要,的,Need to be,the,,,5.0221602822454076e-05
1086,PSU,1579,所以 即使 可以 有 两 个 permit ， 我 的 车 也 不 能 用 。,所以 即使 可以 有 两 个 许可证 ， 我 的 车 也 不 能 用 。,7,permit,许可证,有,个,There are,a,,,2.9759247686218494e-05
1087,PSU,1586,因为 我们 将 会 break lease ， 所以 你 （ 们 ） 将 直接 和 park crest 签订 合同 ， 租约 将 从 十一月 开始 ， 但是 实际 入住 时间 可以 协调 前后 几 天 。,因为 我们 将 会 打破 租约 ， 所以 你 （ 们 ） 将 直接 和 波峰 公园 签订 合同 ， 租约 将 从 十一月 开始 ， 但是 实际 入住 时间 可以 协调 前后 几 天 。,5,break,打破,签订,会,signed,will,,,0.0001322068655514936
1088,PSU,1590,因为 要 share 浴室 ， 所以 女生 会 方便 很多 。,因为 要 公共 的 浴室 ， 所以 女生 会 方便 很多 。,3,share,公共,，,要,.,to,,,0.00019477447897826874
1089,PSU,1600,visa 过期 只 会 让 你 无法 入境 但 不 影响 出境 ， 考试 只要 你 护照 没 过期 就 可以 了 ， 不用 担心 ！,签证 过期 只 会 让 你 无法 入境 但 不 影响 出境 ， 考试 只要 你 护照 没 过期 就 可以 了 ， 不用 担心 ！,1,visa,签证,让,,let,,,,0.0
1090,PSU,1605,房子 是 fully furnished ， 可以 拎包 入住 ， 而且 家具 都 比较 新 。,房子 是 完全 装修 完毕 ， 可以 拎包 入住 ， 而且 家具 都 比较 新 。,3,fully,完全,furnished,是,有家具的,is,,,3.3518242303373614e-05
1091,PSU,1607,prefer 女生 。,比较 喜欢 女生 。,1,prefer,比较,女生,,The girl,,,,0.0
1092,PSU,1608,因为 我们 将 会 break lease ， 所以 你 （ 们 ） 将 直接 和 park crest 签订 合同 ， 租约 将 从 十一月 开始 。,因为 我们 将 会 打破 租约 ， 所以 你 （ 们 ） 将 直接 和 波峰 公园 签订 合同 ， 租约 将 从 十一月 开始 。,5,break,打破,签订,会,signed,will,,,0.0001322068655514936
1093,PSU,1626,可以 加 lease 。,可以 加 租金 。,3,lease,租金,加,加,add,add,,,2.3503442764709972e-05
1094,PSU,1630,在 park 分校,在 公园 分校,2,park,公园,分校,在,At the,in,,,5.092412599020494e-05
1095,PSU,1632,因为 share 卫生间 问题 ， 限 男生 一 名 。,因为 公共 的 卫生间 问题 ， 限 男生 一 名 。,2,share,公共,，,因为,",",because,,,4.602757541422369e-05
1096,PSU,1636,有 大量 free parking 。,有 大量 免费 停车位 。,3,free,免费,parking,大量,停车,A lot of,,,4.111842105263158e-05
1097,PSU,1639,没有 powered door lock ， 没有 powered window .,没有 动力 门锁 ， 没有 动力 窗户 。,2,powered,动力,door,没有,门,There is no,,,0.00022829154906192926
1098,PSU,1640,family plan 缺 人 的 可以 加 我 哈 ！,家庭 套餐 缺 人 的 可以 加 我 哈 ！,1,family,家庭,plan,,计划,,,,0.0
1099,PSU,1644,放在 toilet 洗 衣服 很 方便 。,放在 厕所 洗衣 服 很 方便 。,2,toilet,厕所,洗,放在,wash,On the,,,3.1790437436419124e-05
1100,PSU,1646,只 知道 韩国 留学生 有组织 tennis club ， 听说 也 有 中国 的 ， 有 人 知道 活动 时间 或者 联系 方式 吗 。,只 知道 韩国 留学生 有组织 网球 俱乐部 ， 听说 也 有 中国 的 ， 有 人 知道 活动 时间 或者 联系 方式 吗 。,6,tennis,网球,club,有组织,俱乐部,organized,,,4.896550575981244e-06
1101,PSU,1651,preferred 通讯 方式 是 em@144,偏爱 通讯 方式 是 em@144,1,preferred,偏爱,方式,,way,,,,0.0
1102,PSU,1653,hello 大家 好 ！,你 好 大家 好 ！,1,hello,你,大家,,everyone,,,,0.0
1103,PSU,1656,我 有 一 个 非常 nice 的 美国 朋友 ， 是 专门 教 英语 的 私人 教师 。,我 有 一 个 非常 好 的 美国 朋友 ， 是 专门 教 英语 的 私人 教师 。,6,nice,好,朋友,非常,A friend,very,,,0.00026469031233456857
1104,PSU,1657,代 她 发 一下 信息 ： would you like to improve your english ?,代 她 发 一下 信息 ： 你 想 提高 你 的 英语 吗 ？ ？,7,would,你,you,：,你,:,,,0.001239806605838451
1105,PSU,1662,附近 比较 好 的 dealer 在 你 可以 google 一下 ： blue knob ， 村里 local 的 dealer 不如 他们 家 （ 个人 感觉 ）,附近 比较 好 的 零售商 在 你 可以 谷歌 一下 ： 蓝色 旋钮 ， 村里 当地 的 零售商 不如 他们 家 （ 个人 感觉 ）,5,dealer,零售商,可以,的,can,the,,,0.19728301128730524
1106,PSU,1664,可以 啊 ， 联系 我 ， 可以 email 我,可以 啊 ， 联系 我 ， 可以 电子 邮件 我,8,email,电子,我,可以,I,can,,,0.00016452409935296982
1107,PSU,1667,我们 是 一 对 couple ， 方便 出租 吗 ？,我们 是 一 对 情侣 ， 方便 出租 吗 ？,5,couple,情侣,？,对,?,right,,,9.695170140442864e-05
1108,PSU,1668,有些 调整 ， 出租 main bedroom,有些 调整 ， 出租 主 卧室,5,main,主,bedroom,出租,卧室,rent,,,7.736549910050366e-05
1109,PSU,1673,求 ride for five,求 五 个 人 的 车,2,ride,五,five,求,五个,request,,,2.2524132649513725e-05
1110,PSU,1676,me too ， 也 有 人 给 我 发 网址 。,我 也 是 ， 也 有 人 给 我 发 网址 。,1,me,我,，,,，,,,,0.0
1111,PSU,1678,你 看 过 有 多少 比例 是 excellent 吗 ？,你 看 过 有 多少 比例 是 优秀 吗 ？,8,excellent,优秀,有,是,There are,is,,,1.8606892188728727e-05
1112,PSU,1680,现 at&t family plan 空余 两 条 线 。,现 at&t 家庭 套餐 空余 两 条 线 。,3,family,家庭,空余,at&t,spare,at&t,,,8.519998002207365e-05
1113,PSU,1685,一般 一 个 月 需 多少 money ？,一般 一 个 月 需 多少 钱 ？,7,money,钱,需,多少,Need to be,How many,,,6.1020258725897e-05
1114,PSU,1686,可以 询问 下 applied linguistics 的 老师 和 同学 ， 留心 广告,可以 询问 下 应用 语言学 的 老师 和 同学 ， 留心 广告,4,applied,应用,linguistics,下,语言学,Under the,,,0.00045636525815752896
1115,PSU,1688,四 层 小书 架 small book case $83 .,四 层 小 书架 小 book case $83 。,3,small,小,架,层,frame,layer,,,0.00010870342278678362
1116,PSU,1690,不管 哪种 都 需 去 office 申请 和 签 lease 。,不管 哪种 都 需 去 办 事处 申请 和 签 租金 。,6,office,办,和,去,and,Go to the,,,4.121926588487459e-05
1117,PSU,1691,房间 还 是 available 的,房间 还是 有 位置 的,2,available,还是,是,房间,is,The room,,,6.261838788960378e-05
1118,PSU,1694,客服 很 nice ， 丢 单 必 补 ， 从不 赖账 ；,客服 很 好 ， 丢 单 必 补 ， 从不 赖账 ；,3,nice,好,好,很,good,very,,,0.00026469031233456857
1119,PSU,1698,因为 是 resident house ， 房子 周边 非常 安静 。,因为 是 居民 住宅 ， 房子 周边 非常 安静 。,3,resident,居民,house,是,房子,is,,,5.875860691177493e-06
1120,PSU,1702,是 在 学校 可以 办理 还是 需要 去 某 一些 office ， 可以 网上 办理 吗 ？,是 在 学校 可以 办理 还是 需要 去 某 一些 办事处 ， 可以 网上 办理 吗 ？,11,office,办事处,去,一些,Go to the,Some of the,,,0.0003527483244454589
1121,PSU,1714,同时 也 欢迎 拿 gre 备考 资料 来 交换 。,同时 也 欢迎 拿 美国 研究生 入学 考试 备考 资料 来 交换 。,5,gre,美国,来,拿,to,take,,,1.0772411267158737e-05
1122,PSU,1718,物业 非常 nice ， 维修 非常 及时 。,物业 非常 好 ， 维修 非常 及时 。,3,nice,好,好,非常,good,very,,,0.00026469031233456857
1123,PSU,1722,本人 有 king size 床 和 twin 床 各 一 套 ， 需要 可以 联系 我 ， em@160,本人 有 特大 号 床 和 小号 床 各 一 套 ， 需要 可以 联系 我 ， em@160,3,king,特大,size,有,大小,There are,,,0.0033208885955322703
1124,PSU,1723,另外 ， 本人 作息 规律 ， 不 会 开 party ， 无 不良 嗜好 ， 人 非常 好 相处,另外 ， 本人 作息 规律 ， 不 会 开 派对 ， 无不良 嗜好 ， 人 非常 好 相处,10,party,派对,开,开,垫圈,open,,,9.891032163482114e-05
1125,PSU,1727,虽然 是 mini washer ， 但是 日常 衣物 洗 起来 都 毫 无 压力 。,虽然 是 迷你 洗衣机 ， 但是 日常 衣物 洗 起来 都 毫 无 压力 。,3,mini,迷你,washer,是,垫圈,is,,,9.793101151962489e-06
1126,PSU,1728,标题 加 tag,标题 加 标签,3,tag,标签,加,加,add,add,,,8.81379103676624e-06
1127,PSU,1732,必需 要 能 工作 later night 和 大部分 橄榄球 周末 。,必需 要 能 工作 下半夜 和 大部分 橄榄球 周末 。,5,later,下半夜,橄榄球,工作,rugby,work,,,7.442756875491491e-05
1128,PSU,1733,可以 联系 几 个 人 一起 住 hotel 。,可以 联系 几 个 人 一起 住 旅店 。,8,hotel,旅店,住,住,live,live,,,1.1751721382354986e-05
1129,PSU,1734,最好 是 couple ， 稳定 一点 的 那 种 。,最好 是 情侣 ， 稳定 一点 的 那 种 。,3,couple,情侣,情侣,是,couples,is,,,9.695170140442864e-05
1130,PSU,1735,我 想 加入 family plan,我 想 加入 家庭 套餐,4,family,家庭,plan,加入,计划,join,,,8.519998002207365e-05
1131,PSU,1740,hello 我 回复 了 你 邮件 ， 不 知道 你 有 没 有 查收到 ？,你 好 我 回复 了 你 邮件 ， 不 知道 你 有 没 有 查收到 ？,1,hello,你,我,,I,,,,0.0
1132,PSU,1753,选择 standard shipping 即 可 免 运费 。,选择 标准 运输 即 可 免 运费 。,2,standard,标准,shipping,选择,航运,choose,,,2.644137311029872e-05
1133,PSU,1764,hello 美女 。,你 好 美女 。,1,hello,你,美女,,The beauty,,,,0.0
1134,PSU,1765,tag 过度 依赖 用户 的 自觉 ， 也 容易 重复 和 混乱 。,标签 过度 依赖 用户 的 自觉 ， 也 容易 重复 和 混乱 。,1,tag,标签,依赖,,Rely on,,,,0.0
1135,PSU,1769,hello ， 能 发 图片 看看 嘛 ？,你 好 ， 能 发 图片 看看 嘛 ？,1,hello,你,，,,",",,,,0.0
1136,PSU,1770,这 份 协议 里 不仅 包括 了 折扣 ， 还 包括 了 fee waiver ， 其中 包括 万 恶 的 激活 费 。,这 份 协议 里 不仅 包括 了 折扣 ， 还 包括 了 减免 费用 ， 其中 包括 万 恶 的 激活 费 。,13,fee,减免,waiver,了,豁免,the,,,6.27770035280676e-05
1137,PSU,1771,楼主 : in august we created this plan ;,楼主 ： 在 八月 我们 制定 了 这个 计划 ；,3,in,在,august,:,8月,:,,,0.00013395078265528724
1138,PSU,1775,只要 holder 是 employee 就 可以 ， 大家 可以 考虑 抱 大腿,只要 所有 人 是 员工 就 可以 ， 大家 可以 考虑 抱 大腿,2,holder,所有,是,只要,is,As long as,,,0.00031124852156952257
1139,PSU,1779,建议 先 考 permit ， 反正 只要 笔试 。,建议 先 考 许可证 ， 反正 只要 笔试 。,4,permit,许可证,考,考,test,test,,,3.917240460784996e-06
1140,PSU,1789,可以 的 ~ 租车 的 时候 记得 带 着 passport 就好,可以 的 ~ 租车 的 时候 记得 带着 护照 就好,8,passport,带着,着,记得,the,remember,,,2.9379303455887465e-06
1141,PSU,1793,prefer 短信 。,比较 喜欢 短信 。,1,prefer,比较,短信,,SMS,,,,0.0
1142,PSU,1795,适合 size 娇小 的 女生 。,适合 大小 娇小 的 女生 。,2,size,大小,娇小,适合,petite,Suitable for,,,4.1521341969772464e-05
1143,PSU,1796,可以 deliver 。,可以 发出 。,2,deliver,发出,发出,可以,a,can,,,6.855170806373742e-06
1144,PSU,1798,床 是 什么 size ?,床 是 什么 大小 ？,4,size,大小,大小,什么,The size of the,what,,,3.2317233801476215e-05
1145,PSU,1800,你 好 ， 谢谢 你 的 信息 ， 奇怪 的 是 这个 bbs 竟然 没有 回复 别的 留言 的 功能 。,你 好 ， 谢谢 你 的 信息 ， 奇怪 的 是 这个 论坛 竟然 没有 回复 别的 留言 的 功能 。,13,bbs,论坛,回复,这个,reply,this,,,0.06454350141724892
1146,PSU,1804,本人 在 读 phd ， 女生 。,本人 在 读 研究生 ， 女生 。,4,phd,研究生,读,读,read,read,,,6.365515748775618e-05
1147,PSU,1805,包括 所有 utility 。,包括 所有 设施 。,3,utility,设施,包括,所有,including,all,,,0.028960851030544802
1148,PSU,1808,具体 你 可以 短信 联系 我 （ pn-28 ） ， 因为 我 不 常 上 bbs 的 。,具体 你 可以 短信 联系 我 （ 217-454-6287 ） ， 因为 我 不 常 上 论坛 的 。,16,bbs,论坛,上,上,on,on,,,0.056545370796867805
1149,PSU,1811,多少 mile 啊 ？,多少 英里 啊 ？,2,mile,英里,多少,多少,How many,How many,,,0.0006220065932698887
1150,PSU,1816,近期 可以 尝试 一下 在 google 中 以 ［ 关键 字 site : bbs .,近期 可以 尝试 一下 在 谷歌 中 以 ［ 关键 字 网站 ： bbs 。,12,site,网站,bbs,字,论坛,word,,,4.0151714723046205e-05
1151,PSU,1817,在 学校 gym,在 学校 健身房,3,gym,健身房,健身房,学校,The gym,The school,,,3.130919394480189e-05
1152,PSU,1818,不可以 ， 要 签 一 年 的 lease,不可以 ， 要 签 一 年 的 租金,8,lease,租金,签,的,sign,the,,,8.788780493929464e-05
1153,PSU,1821,有 没 有 box 呢 ？,有 没 有 箱子 呢 ？,4,box,箱子,有,有,There are,There are,,,0.0033208885955322703
1154,PSU,1826,物品 的 availability 以 google drive 为准 ， 欢迎 询问 。,物品 的 可用性 以 谷歌 云 盘 为准 ， 欢迎 询问 。,3,availability,可用性,，,的,",",the,,,6.27770035280676e-05
1155,PSU,1829,我 没有 多少 要求 ， 地点 远近 皆 可 ， 男女 无所谓 ， 喜欢 安静 一 点 的 环境 ， 但是 绝对 no smoking 。,我 没有 多少 要求 ， 地点 远近 皆 可 ， 男女 无所谓 ， 喜欢 安静 一 点 的 环境 ， 但是 绝对 禁止 吸烟 。,23,no,禁止,要求,绝对,requirements,absolute,,,0.0007932411933089616
1156,PSU,1835,最后 房间 的 cleaning fee 不 用 担心 ！,最后 房间 的 清理 费用 不用 担心 ！,4,cleaning,清理,fee,的,费,the,,,2.5110801411227038e-05
1157,PSU,1836,prefer 女生 ， couple 也 可以,比较 喜欢 女生 ， 情侣 也 可以,1,prefer,比较,女生,,The girl,,,,0.0
1158,PSU,1838,最后 我 写信 问 的 结果 也 是 ‘ due to business decision ’ 这样 的 空话 。,最后 我 写信 问 的 结果 也 是 ‘ 由于 业务 决策 ’ 这样 的 空话 。,10,due,由于,to,‘,来,‘,,,0.00012045514416913861
1159,PSU,1839,在线 的 live chat 基本 可以 解决 我 的 所有 问题,在线 的 在线 对话 基本 可以 解决 我 的 所有 问题,3,live,在线,chat,的,闲谈，聊天,the,,,0.00017725513085052103
1160,PSU,1843,house 送 两 个 免费 车位 ， lease 从 7 .,房子 送 两 个 免费 车位 ， 租金 从 7 。,1,house,房子,送,,send,,,,0.0
1161,PSU,1844,帮 朋友 出租 ： 有 两 个 bedroom 两 个 全 bathroom 的 公寓 ， 位置 好 .,帮 朋友 出租 ： 有 两 个 卧室 两 个 全 卧室 的 公寓 ， 位置 好 。,8,bedroom,卧室,公寓,个,apartment,a,,,4.896550575981244e-06
1162,PSU,1848,我们 是 一 对 couple ， 都 在 penn state 读 phd 。,我们 是 一 对 情侣 ， 都 在 宾州 州立 大学 读 研究生 。,5,couple,情侣,情侣,对,couples,right,,,9.695170140442864e-05
1163,PSU,1851,所有 utility 我 都 会 交 ， ask for $450 / person / month .,所有 设施 我 都 会 交 ， 询问 for $450 / person / month 。,2,utility,设施,交,所有,Hand in,all,,,0.028960851030544802
1164,PSU,1853,希望 同行 的 同学 能 share 一下 费用 。,希望 同行 的 同学 能 公共 的 一下 费用 。,6,share,公共,。,能,.,can,,,4.602757541422369e-05
1165,PSU,1857,房间 描述 ： house 不 靠 马路 ， 非常 安静 。,房间 描述 ： 房子 不 靠 马路 ， 非常 安静 。,4,house,房子,靠,：,by,:,,,9.988963175001738e-05
1166,PSU,1858,咨询 日期 和 价格 请 联系 ： pn-23 （ 短信 preferred ） ， 邮箱 em@190,咨询 日期 和 价格 请 联系 ： pn-23 （ 短信 偏爱 ） ， 邮箱 em@190,11,preferred,偏爱,联系,短信,contact,SMS,,,7.834480921569991e-06
1167,PSU,1860,若 没有 人 买 ， 再 recycle 给 apple 公司 。,若 没有 人 买 ， 再 回收 给 苹果 公司 。,7,recycle,回收,没有,再,There is no,again,,,2.9379303455887465e-06
1168,PIT,0,全新 的 baby safety mirror ， 可以 看到 坐在 rear face seat 上 小孩 的 情况 ， $5 。,全新 的 儿童 安全 镜 ， 可以 看到 坐在 儿童 安全 座椅 上 小孩 的 情况 ， $5 。,3,baby,儿童,safety,的,安全,the,,,2.5110801411227038e-05
1169,PIT,2,小 蜡烛 一 盒 a box of little candles $2,小 蜡烛 一 盒 一 小盒 蜡烛 $2,5,a,一,box,盒,盒子,box,,,0.008992025477731957
1170,PIT,3,三 个 帽子 three hats $5 in total,三 个 帽子 三 个 帽子 总共 $5,4,three,三,$5,帽子,5美元,hat,,,7.736549910050366e-05
1171,PIT,11,坐 几 站 bus 就 能 到 giant eagle ；,坐 几 站 公交 就 能 到 大老鹰 ；,4,bus,公交,坐,站,sit,standing,,,9.988963175001738e-05
1172,PIT,21,blender ： 原价 $39 .,搅拌机 ： 原价 $39 。,1,blender,搅拌机,原价,,The original price,,,,0.0
1173,PIT,24,出 闲置 ， 有 兴趣 请 email 联系,出 闲置 ， 有 兴趣 请 电子 邮件 联系,7,email,电子,联系,请,contact,please,,,0.00016452409935296982
1174,PIT,25,车子 状况 非常 好 ， clean title ， 无 事故 ， 省心 省 油 。,车子 状况 非常 好 ， 干净 标题 ， 无 事故 ， 省心 省 油 。,6,clean,干净,title,，,标题,.,,,2.4482752879906222e-05
1175,PIT,26,红色 ， 第一 任 车主 ， clean title ， 基本 配置 。,红色 ， 第一 任 车主 ， 干净 标题 ， 基本 配置 。,7,clean,干净,title,，,标题,.,,,2.4482752879906222e-05
1176,PIT,35,没有 任何 故障 ， 车辆 非常 省心 ， 非常 reliable 。,没有 任何 故障 ， 车辆 非常 省心 ， 非常 可靠 。,10,reliable,可靠,省心,非常,worry,very,,,9.793101151962489e-06
1177,PIT,36,大家 好 ， 我 是 匹 大学生 ， 希望 加入 一 个 手机 的 family plan 。,大家 好 ， 我 是 匹 大学生 ， 希望 加入 一 个 手机 的 家庭 套餐 。,15,family,家庭,plan,的,计划,the,,,8.788780493929464e-05
1178,PIT,39,clean title ， 随时 可 交 车,干净 标题 ， 随时 可 交 车,1,clean,干净,title,,标题,,,,0.0
1179,PIT,40,微波炉 搬家 sale,搬家 出售 微波炉,2,sale,出售,出售,微波炉,sell,The microwave oven,,,0.06616506080617805
1180,PIT,41,无线 激光 打印机 brother 牌子 可以 复印 ， 扫描 ！,无线 激光 打印机 兄弟 牌 可以 复印 ， 扫描 ！,4,brother,兄弟,牌子,打印机,brand,The printer,,,8.303406472505345e-05
1181,PIT,43,使用 至今 没有 任何 事故 记录 ， clean title 。,使用 至今 没有 任何 事故 记录 ， 干净 标题 。,8,clean,干净,title,，,标题,.,,,2.4482752879906222e-05
1182,PIT,44,写 paper 写 作业 必备 。,写 文章 写 作业 必备 。,2,paper,文章,写,写,write,write,,,5.5820676566186184e-05
