,file,type,conversation,speaker,filtered_transcript_2015,length_of_turn,direction_of_code_switches,first_cs_word,first_cs_word_eng_pos,word_length_eng,english_translation,english_wbw_translation,first_cs_word_zh,word_length_zh,first_cs_word_zh_pos,first_cs_word_eng_raw_freq,first_cs_word_zh_raw_freq,first_cs_word_eng_freq,first_cs_word_zh_freq,chinese_translation,chinese_wbw_translation,cs word en surprisal,cs word en wbw surprisal,cs word zh surprisal,cs word zh wbw surprisal
23571,NI34FBQ_0101,Interview,-1,34,"['那种', 'then', '有', '去', '有', '去', '那个', '小孩子', 'sunday', 'school', '他们', '叫', '是', 'sunday', 'school', 'then', '到', '现在']",18,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",then,2,4,"the kind of then went to the child, school,",that kind then go and go to that child sunday school they are called sunday school then to the present,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后有有有有去去那个那个小小小孩子孩子小他们他们他们他们他们他们叫叫叫,那种 然后 有 去 有 去 那个 小孩子 主日 学校 他们 叫 是 星期日 学校 到 现在,13.361434268795238,16.133312526839006,20.620483305354295,23.784396249973724
23572,NI34FBQ_0101,Interview,-1,34,"['可是', '现在', '是', '好像', '呃', '是', 'cell', 'group', 'leader', '那种', '好像', '你']",12,"['man > eng', 'eng > man']",cell,0,4,but now it seems that uh is cell group leader like you,"but now it seems uh, so cell group leader that kind like you",细胞,2,0,32715481,1093524,13.409751563081555,14.584157850658126,细胞组领导者那那那那那种种种好像好像,可是 现在 是 好像 呃 是 细胞 组 负责人 那种 好像 你,16.45784065163441,16.048417332446068,24.396924246040335,24.55065743099396
23575,NI34FBQ_0101,Interview,-1,34,"['不是', '好像', '教', 'like', 'like', 'guide', 'them', '那种', 'like', '如果', 'like', '他们', '有']",13,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",like,2,4,it's not like teaching like like guide them like the like if like,don't seem to teach like like guide them that kind like if like they have,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢引导它们喜欢那那那那种种如果,不是 好像 教 喜欢 引导 他们 那种 喜欢 如果 喜欢 他们 有,9.756669907667357,13.594751549503698,24.420959724578083,23.854045787567987
23578,NI34FBQ_0101,Interview,-1,34,"['就', '像', '每个', '每个', '星期天', '会', 'like', '有', '一种', 'workshop', 'mini', 'workshop', 'like', '会', '教', '你', 'like', 'how', 'to', 'teach', 'how', 'to', 'teach', 'the', 'younger', 'people']",26,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",like,2,4,"just like a workshop mini workshop like like every sunday, it will teach you a like how to teach how to teach the younger people.",it's like every sunday like a kind workshop mini workshop like will teach you like how to teach how to teach the younger people,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢有有有会会会会有有有一一一种种一种种种种一种一一种种一种一种,就 像 每个 每个 星期天 会 喜欢 有 一种 车间 迷你车 间 喜欢 会教 你 喜欢 如何 教 年轻人,6.775807492210174,11.148901266790173,24.420959724578083,23.854045787567987
23579,NI34FBQ_0101,Interview,-1,34,"['当', '他们', '的', 'leader', '的', '时候', 'right', '我', '是', '呃', '十五', '岁', 'right', 'then', '他们', '是', 'sec', 'one', '十三', '岁']",20,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",leader,0,6,"when their leader is right, i am fifteen -year -old right thenen.",they leader when right i am uh fifteen years old right then they are sec one thirteen,领导者,3,0,16191686,0,14.424471827480014,34.64471130410952,领导者的领导者prinde pright时候,当 他们 的 领导者 的 时候 正确 的 我 是 呃 十五岁 就 在 那时 他们 是 一秒 十三岁,8.763783470085805,16.55301654909541,24.420959724578083,23.977045822558953
23582,NI34FBQ_0101,Interview,-1,34,"['对', '好像', '从', '那个', '啊', 'bible', '教', '教', '那种', 'then']",10,"['man > eng', 'eng > man', 'man > eng']",bible,0,5,it seems to teach the kind of then from that bible,it seems to be from that bible teach then,圣经,2,0,14329396,212294,14.600747245510439,16.949007232299262,圣经教教教教那那种种种,对 好像 从 那个 啊 圣经 教教 那种 然后,22.60687339475743,22.455897410122557,24.284204581924616,23.939846871752405
23584,NI34FBQ_0101,Interview,-1,34,"['呃', '因为', 'like', '如果', '他们', '有', '有', '问题', 'then', 'like', '我们', 'try', 'to', 'answer']",14,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",like,2,4,"uh because like, if they have any questions, then like we try to anger",uh because like if they have problems then like us try to answer,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,呃呃喜欢如果如果有问题问题有问题有有问题有,呃 因为 喜欢 如果 他们 有 有 问题 然后 喜欢 我们 尝试 回答,13.003580561351924,11.594412684030136,23.80843239289709,23.854045787567987
23587,NI34FBQ_0101,Interview,-1,34,"['那', '因为', '好像', '如果', 'like', '跟', 'like', '怎么', '说']",9,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",like,2,4,"it seems like if like and like, what do you say",it seems like if like and like how to say,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,那那如果好像喜欢跟怎么怎么说说,那 因为 好像 如果 喜欢 跟 喜欢 怎么 说,3.7914527337468367,3.7914527337468367,23.80843239289709,24.04216557900303
23588,NI34FBQ_0101,Interview,-1,34,"['比较', '安全', '你', '觉得', 'like', '比较', '安心', '因为', 'like', 'you', 'you', ""don't"", 'know', 'what', 'to', 'do', 'then', 'like', 'like', 'eventually', '你', '还是', '一个', '人', '你']",25,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",like,2,4,"it's safer, you think like is more secure because like you you know what to do then like like eventually, you are still alone, you",safety you think like it's more secure because of like you you know what to do then like like eventually you are still alone you,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢您喜欢做什么，然后像最终喜欢做什么一样，最终会做什么,比较 安全 你 觉得 喜欢 比较 安心 因为 像 你 一样 ， 你 知道 该 怎么 做 ， 然后 最终 喜欢 你 还是 一个 人 你,9.24141726761771,9.24141726761771,24.420959724578083,23.80843239289709
23589,NI34FBQ_0101,Interview,-1,34,"['可能', '怎么', '说', 'like']",4,['man > eng'],like,2,4,maybe what to say like,what may be like,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢,可能 怎么 说 喜欢,13.247899071332224,12.275932808121036,24.420959724578083,24.010272743942444
23594,NI34FBQ_0101,Interview,-1,34,"['他', '真的', '会', 'like', 'follow', 'through', '他', '会', 'ya', 'she', 'will', '他', 'will', 'promise', 'then', '他', '他', '所', 'promise', '的', '他', '会', '做到', '那种', '东西', 'then', '你', '啧', '你', '就', '觉得', 'like', '很', '好', 'yah']",35,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",like,2,4,he will really like follow through. he will be ya she will.,he really will like follow through he can ya she will he will promise then he promise he will do that kind of thing then you think you think like very good yah,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢跟随他,他 真的 会 喜欢 跟随 他会 她 会 的 他 那会 保证 他 他 所 承诺 的 他 会 做到 那种 东西 然后 你 啧 你 就 觉得 喜欢 很 好 雅虎,6.145984874095958,10.974538908367295,24.420959724578083,23.854045787567987
23599,NI34FBQ_0101,Interview,-1,34,"['所以', '去', 'then']",3,['man > eng'],then,2,4,so go to then,so then,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后,所以 去 然后,13.212396961396545,13.416908807015808,20.620483305354295,23.925652273002953
23603,NI34FBQ_0101,Interview,-1,34,"['怎么', '说', 'like', '真的', 'like', '不', '开心', 'like', '起', 'like', 'beginning', '起初', '的', '时候', 'but', 'then', 'after', 'that', 'like', 'got', 'better', 'then']",22,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",like,2,4,"how to say like, like, like beginning, at the beginning, but then after that like get better then",how to say like real like unhappy like rise like beginning at first but then after that like got better then,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,怎么怎么喜欢真的真的不不不开心不开心不喜欢开始起初起初起初起初的的的的时候的的的的的时候,怎么 说 喜欢 真的 喜欢 不 开心 喜欢 起像 开始 起初 的 时候 但是 之后 ， 就 像 变得 更好,11.148901266790173,12.716565973953657,23.80843239289709,24.010272743942444
23604,NI34FBQ_0101,Interview,-1,34,"['好像', '不', '知道', '为什么', 'like', '我', '我', '跟', 'like', '我', '拿', '到', 'o.', 'level', '时候', 'right', 'then', '那个', 'result', 'then']",20,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",like,2,4,i don’t know why i and like when i got it with like.,i don't seem to know why like i am like i get it o. level when right then that result then,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢我我我我跟我我到到o。水平时候就在然后结果那个然后,好像 不 知道 为什么 喜欢 我 我 跟 喜欢 我 拿到 o 。 等级 时候 就 在 那时 那个 结果,13.713197221076575,14.264927289150561,24.420959724578083,23.80843239289709
23608,NI34FBQ_0101,Interview,-1,34,"['真的', 'like', '太', '呃', '太', '低', '了', '所以', '我', 'like', '没有', '办法', '就', '去', '那个', '学校', 'then', '那', '时候', 'like', '我', '上', '跟', '跟', '上帝', 'like', '很', '很', '气', '很', '生气', '因为', '我', '觉得', '是', '不', '应该', '的', 'as', 'in', 'like']",41,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",like,2,4,"really like it too low, so i couldn't go to that school then, then like to follow god like very angry, because i think it should not be as in like","real like too low, so low, so i like there is no way to go to that school then at that time like i follow god like very angry and angry, because i don't think it should be as in like",喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢喜欢太太低了我所以所以所以所以没有那个那个那个那个那个那个学校那个学校那那那那时候那那那那那那那我我我跟跟跟跟跟跟跟跟跟很很很气气气很很很生气生气生气因为因为觉得觉得觉得觉得觉得觉得觉得觉得我,真的 喜欢 太 呃 太 低 了 所以 我 喜欢 没有 办法 就 去 那个 学校 然后 那 时候 喜欢 我 上 跟 跟 上帝 喜欢 很 很 气 很 生气 因为 我 觉得 是 不 应该 的 就 像 一样,7.7532293579315965,12.032083354387735,24.420959724578083,23.91273661657003
23612,NI34FBQ_0101,Interview,-1,34,"['所以', 'like', '感到', 'this-', '因为', 'compared', 'to', '中学', '就是', '很', '不同']",11,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",like,2,4,so like feels this-because compared to middle school is very different,so like feel this- because compared to middle school is very different,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,所以喜欢感到感到因为因为因为中学就是很很,所以 喜欢 感到 这 - 因为 相比 中学 就是 很 不同,12.634745888398152,12.634745888398152,25.767594963056094,25.767594963056094
23617,NI34FBQ_0101,Interview,-1,34,"['好像', 'like', '你', '有', '那种', '感觉', '你', '知道', '吗', 'like', 'when', '你', '如果', '你', '你', '做', '那个', 'paper', '的', '时候']",20,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",like,2,4,it seems like you have that kind of feeling do you know?,"like like do you know that kind of feeling? like when if you do that, you do that paper when",喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢你你那感觉你知道吗吗吗吗吗吗你如果如果那个那个那个,好像 喜欢 你 有 那种 感觉 你 知道 吗 就 像 什么 时候 你 如果 你 你 做 那个 纸 的 时候,3.7914527337468367,16.17853393399471,24.420959724578083,23.80843239289709
23618,NI34FBQ_0101,Interview,-1,34,"['因为', '呃', '我', '没', '想像', '到', '的', 'then', 'happen', 'ya', 'so', 'like', 'then', 'after', 'that', 'i', 'realise', 'like']",18,['man > eng'],then,2,4,"because uh, i haven't thought of the then happy ya so like then after that i realise like","because uh, i didn't think of it then happen ya so like then after that i realise like",然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后，我意识到像这样,因为 呃 我 没 想像到 的 然后 发生 ， 就 像 之后 ， 我 意识 到,11.778823542747237,12.202592940606161,20.620483305354295,23.953010344021205
23620,NI34FBQ_0101,Interview,-1,34,"['如果', 'like', '你', '没有', 'mir~', '没有', '没有', '上帝', 'like', 'rely', 'on', '是', '真的', '很难', '因为']",15,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",like,2,4,if you do n’t have mir ~ it ’s really hard to do without god’ s like rely on,if like you have not mir~ no god like rely on it's really hard because it is difficult,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,如果喜欢你mir〜没有没有上帝上帝上帝上帝上帝rely rely,如果 喜欢 你 没有 mir 〜 没有 没有 上帝 喜欢 依靠 是 真的 很难 因为,11.6377143489398,14.046776271159306,24.72331564030416,24.72331564030416
23623,NI34FBQ_0101,Interview,-1,34,"['好像', '她', '有', 'like', 'influence', '我', '很多', 'like', 'like', '如果', '我', '想', 'like', 'like', '她', '会', '帮', '我', '祷告', 'that', 'kind', '那种', 'then', 'ya', 'so', 'like-']",26,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",like,2,4,"it seems that she has a many like like, if i think like she will pray for the kind ya so like-",it seems that she has like influence i am a lot like like if i want like like she will help me pray that kind that kind then ya so like-,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢影响我我我我我我很多我如果如果如果我想我我想我我她她她会帮我我我祷告祷告祷告那,好像 她 有 喜欢 影响 我 很多 喜欢 如果 我 想 喜欢 她 会 帮 我 祷告 那样 那种 那 你 很 像   -  ,12.800219431624729,17.39126357973905,24.420959724578083,24.240698286244307
23643,UI11FAZ_0101,Interview,-1,11,"['过后', '它', '那个', 'developer', '倒', '去']",6,"['man > eng', 'eng > man']",developer,0,9,"after that, the developer goes down",after it over it developer go down,开发人员,4,0,1276262,0,18.08972861403021,34.64471130410952,开发人员倒倒倒倒,过后 它 那个 开发人员 倒 去,14.201375482767268,20.724645682697584,22.77816429846377,22.249939861396395
23646,UI11FAZ_0101,Interview,-1,11,"['我', '住', '的', '地方', '基本上', '是', '一个', '小型', '的', 'zoo']",10,['man > eng'],zoo,0,3,the place where i live is basically a small zoo,the place where i live is basically a small one zoo,动物园,3,0,730794,68284,18.89411644583421,18.585451352264467,我住地方是一个小型的动物园,我 住 的 地方 基本上 是 一个 小型 的 动物园,12.87526544140914,16.957303503063436,23.977045822558953,23.977045822558953
23650,UI11FAZ_0101,Interview,-1,11,"['那个', '酬', '神', '的', 'concert']",5,['man > eng'],concert,0,7,that god's concert,that rewarding concert,音乐会,3,0,3804184,0,16.514066112209598,34.64471130410952,音乐会,那个 酬神 的 音乐会,13.37537673320229,14.497915366784818,24.420959724578083,23.977045822558953
23654,UI11FAZ_0101,Interview,-1,11,"['那边', '的', 'traffic', '呃']",4,"['man > eng', 'eng > man']",traffic,0,7,traffic over there,over there traffic well,交通,2,0,9812599,4983677,15.147017835660181,12.395932166744194,那边交通呃,那边 的 交通 呃,18.53006504450291,18.31100016409275,23.784396249973724,23.953010344021205
23655,UI11FAZ_0101,Interview,-1,11,"['蛮', 'jam', '一下', '看', '时间']",5,"['man > eng', 'eng > man']",jam,0,3,it's a good jam to see the time,quite jam see time,果酱,2,0,1283111,811,18.082007158875474,24.981153199892248,蛮果酱一下一下看看,蛮 果酱 一下 看 时间,15.945971395349407,17.168837240289676,23.80843239289709,23.80843239289709
23661,UI11FAZ_0101,Interview,-1,11,"['在', 'agilent']",2,['man > eng'],agilent,0,7,in agilent,exist agilent,安捷伦,3,0,17656,1190,24.265350795121314,24.42796544591421,在安捷伦,在 安捷伦,27.293559174651648,25.883086443974186,24.703126290114675,24.703126290114675
23668,UI11FAZ_0101,Interview,-1,11,"['工作', '环境', 'very', 'good', '非常', '好', '就是', '呃', '很', '舒服']",10,"['man > eng', 'eng > man']",very,2,4,"the working environment is very good, but it is very comfortable","working environment very good it's very good, uh, it's very comfortable",非常,2,2,257622987,6730260,10.43253562334279,11.962480495408125,非常好的非常非常就就呃很很,工作 环境 非常 好 非常 好 就是 呃 很 舒服,6.520450547363374,11.827370532118728,24.284204581924616,23.830009644644623
23672,UI11FAZ_0101,Interview,-1,11,"['它', '的', '环境', '是', '很', '好', 'environment', '很', '好']",9,"['man > eng', 'eng > man']",environment,0,11,its environment is very good environment,its environment is very good environment very good,环境,2,0,23656207,15264872,13.877506272482279,10.780999147683096,环境环境很好是好很很,它 的 环境 是 很 好 环境 很 好,11.680152644737605,11.680152644737605,24.396924246040335,23.953010344021205
23681,UI21MAZ_0101,Interview,-1,21,"['然', '后', '毕', '业', '出', '来', '因', '为', '这', 'environment', 'science', '这', '一', '行', '的', '工', '作', '是', '蛮', 'limited', 'k.', 'l.', '会', '比', '较', '多']",26,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",environment,0,11,"after that, the work of the environment science is quite limited k. l. it will be more","after that, the graduation came from this because of this environment science the work of this line is quite pretty limited k. l. more than",环境,2,0,23656207,15264872,13.877506272482279,10.780999147683096,环境科学这因因这这这这行的的作作是是是是蛮蛮蛮蛮l。会比较,然后 毕业 出来 因为 这 环境 科学 这 一行 的 工作 是 蛮 有限 k 。 l 。 会 比较 多,13.031793696661802,12.141174144252599,24.396924246040335,23.830009644644623
23686,UI21MAZ_0101,Interview,-1,21,"['就', '你', 'login', '时', '间', '你', '接', '多', '少', '个', 'call']",11,"['man > eng', 'eng > man', 'man > eng']",login,0,5,just get more or more when you login time,just you login how much do you pick up call,登录,2,1,416458,77686,19.70541022856187,18.399344294400787,就登录时时间你接多个个,就 你 登录 时间 你 接 多少 个 称呼,23.95760722811891,22.327314542775326,23.91273661657003,24.0521247194315
23688,UI21MAZ_0101,Interview,-1,21,"['你', '做', '得', '好', '你', 'data', '好', '的', '话', '其', '实', '你', '很', '快', '就', '可能', '先', '升', 'support', 'lead', '就', '是', '说', '一', '个', 'team', 'leader', '这', '样', '小', '小', '的', 'team', 'leader']",34,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",data,0,4,"if you do it well, if your data is good, it will soon be promoted to support lead first means a small leader like team leader","you do you well data okay, you may soon be promoted first support lead just say one team leader such small team leader",数据,2,0,73939982,4374143,12.233370352874866,12.584142348871556,数据数据好好好的话其实你很很快就先先先先先先升升升先升升升先先先升升升升先先升升升升升升先先先先先先升升升升升升先,你 做得好 你 数据 好 的话 其实 你 很快 就 可能 先升 支持 线 就是说 一个 队长 这样 小小的 队长,13.435105332541173,16.300528421351352,21.629937527116287,23.074155732152853
23695,UI21MAZ_0101,Interview,-1,21,"['转', 'department', '的', '同', '时', '你', '可', '能', '也', '会', '跟', '着', '升', '的']",14,"['man > eng', 'eng > man']",department,0,10,"when you turn to department at the same time, you may follow the rise","change department when you are at the same time, you may follow the rise",部门,2,0,27243899,20257844,13.673791856324339,10.372734000606991,转部门的的同你可能也会跟着着,转 部门 的 同时 你 可能 也 会 跟着 升 的,17.390512823989603,16.40825190561236,23.854045787567987,23.854045787567987
23698,UI21MAZ_0101,Interview,-1,21,"['要', '要', '看', 'area', '因', '为', '之', '前', '我', '住', '#bangi#', '那', '一', '区', '没', '有', '然', '后', '如', '果', '#puchong#', '那', '边', '是', '很', '恐', '怖', '的', 'l.', 'd.', 'p.', 'highway', '那', '是', '很', '恐', '怖', '的', '事']",39,"['man > eng', 'eng > man', 'man > other', 'other > man', 'man > other', 'other > man', 'man > eng', 'eng > man']",area,0,4,it depends on area because i live before i live in # bangi # that area is not there.,to see area because i live before #bangi# there is no such thing in that area #puchong# it's terrible there l. d. p. highway that's a terrible thing,区域,2,0,64951337,5054553,12.42036582185008,12.375559221924648,区域因因因住住＃＃bangi＃那那一区没有果果＃＃puchong＃puchong＃那那那那是是很很很l。d。p。高速公路那那很怖的,要 要 看 区域 因为 之前 我住 ＃ Bangi ＃ 那一区 没有 然后 如果 ＃ Puchong ＃ 那边 是 很 恐怖 的 l 。 d 。 p 。 高速公路 那 是 很 恐怖 的 事,16.854691469562034,14.15917935552758,20.2028206079122,23.131243066463494
23719,UI21MAZ_0101,Interview,-1,21,"['如', '果', '我', '真', '的', '是', '做', '一', '个', 'quality', '那', '种', 'officer', '的', '话', '你', '每', '天', '只', '是', '在', '做', 'quality', 'control', '整', '天', '看', '那', '种', 'data', '去', '量', '东西']",33,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",quality,0,7,"if i really make a quality, if you are doing the quality control every day, you just look at that data to measure things all day.","if i really do one quality that kind officer if you are doing it, you just do it every day quality control watch that kind all day long data go to",质量,2,0,33492869,8194622,13.375871082558026,11.678465332294405,质量那那个个个个那是一那那那的的的话你每天只只在是在做做做做做做做做做做做做整整整整看看那那那种那,如果 我 真的 是 做 一个 质量 那种 官 的话 你 每天 只是 在 做 质量 控制 整天 看 那种 数据 去量 东西,13.532902563461846,15.957712085815167,24.396924246040335,23.830009644644623
23728,UI21MAZ_0101,Interview,-1,21,"['还', '有', '一', '点', '这', 'consultant', '没', '有', '讲', '要', '可', '以', '去', '做', 'consultant', '他', '们', '大', '公', '司', '要', '做', 'audit', '的', '时', '候', '就', '请', 'consultant', '公', '司', '进', '去', 'audit', 'audit', '完', '过', '后', '就']",39,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",consultant,0,10,"another point is that this consultant did not say that when you can do consultant, when you want to do audit, please ask the consultant company to enter the audit audit.",another point consultant no one said to do it to do consultant they have to do it audit please please consultant company enters audit audit after the end,顾问,2,0,2082050,796962,17.38364842500048,15.04055989305863,顾问顾问没没有讲要去去做做做做做做做做做他他他大大公公司司司要要做做做做做做做做做做的的的的的就就就请就请请请请请请,还有 一点 这 顾问 没有 讲要 可以 去 做 顾问 他们 大 公司 要 做 审计 的 时候 就 请 顾问公司 进去 审核 完 过后 就,19.948734632754505,18.593372024785605,24.420959724578083,23.854045787567987
23744,UI21MAZ_0101,Interview,-1,21,"['所', '以', '会', '这', '样', '同', '样', '的', '东', '西', '就', '是', '因', '为', 'based', '我', '是', 'based', 'on', '我', '大', '姐', '的', '经', '验', '的', '大', '姐', '是', 'comp.', 'science', '的']",32,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",based,1,5,"as a result, the same thing is because based i am the big sister of based on my elder sister.","as a result, the same east and west is because based i am based on my elder sister’s experienced sister is comp. science of",基于,2,2,59855171,1543572,12.538249155517727,14.086869955674032,基于我我我我我我我我我因是东西样的我我我我我大大姐姐的验验验验的大姐大姐姐姐科学的,所以 会 这样 同样 的 东西 就是 因为 基于 我 是 基于 我 大姐 的 经验 的 大姐 是 电脑 。 科学 的,14.881546904051646,14.881546904051646,19.18236416029994,20.024371613546997
23749,UI21MAZ_0101,Interview,-1,21,"['因', '为', '我', '在', 'company', '也', '认', '认', '识', '到', '一', '个', '刚', '刚', '转', '过', '来', '跟', '我', '们', '同', '一', 'batch', '进', '去', '公', '司', '的']",28,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",company,0,7,"because i was in company, i also recognized that i had just turned around and entered the company with the same batch",because i am company it is also recognized that a one has just turned around with us batch in the company,公司,2,0,53595544,31694321,12.697611986975334,9.726990279000544,公司也我我也也认认到个刚刚转转过来跟跟一一一一一一一一一,因为 我 在 公司 也 认 认识 到 一个 刚刚 转过 来 跟 我们 同 一批 进去 公司 的,12.37235309984638,13.854971464888605,20.391213794029454,20.14650728284767
23753,UI21MAZ_0101,Interview,-1,21,"['然', '后', '就', '先', 'try', '进', '这', '种', 'm.', 'n.', 'c.', '看', '怎', '样', '因', '为', 'm.', 'n.', 'c.', '你', '在', '有', '经', '验', '过', '后', '你', '可', '以', '跳', 'department', '就', '好', '像', '我', '现', '在', '是', 'tech', 'support', '我', '可', '能', '跳', '去', '做', 'sales', '也', '可', '能', '的']",51,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",try,1,3,"after that, try to enter this kind of m. n.",then try this kind of m. n. c. see how m. n. c. you can jump after you have experience department it's like i'm now tech support i can jump to do it sales coby,尝试,2,1,32279438,888232,13.429109584345419,14.884134282000096,然后就尝试进进这m。n。C。看怎因m。n。C。部门的技术支持我做就就就就就就在在在你在后后可就就在在现在在我我我我我我,然后 就 先 尝试 进 这种 m 。 n 。 C 。 看 怎样 因为 m 。 n 。 C 。 你 在 有 经验 过后 你 可以 跳 部门 就 好像 我 现在 是 技术支持 我 可能 跳 去 做 销售量 也 可能 的,14.4469098184303,12.84606569345508,23.854045787567987,23.854045787567987
23755,UI21MAZ_0101,Interview,-1,21,"['其', '实', '还', '那', '时', '候', '第', '八', '个', 'choice', '所', '以', '都', '讲', '第', '八', '个', 'choice', '我', '会', '放', '他', '第', '八', '个', 'choice', '是', '因', '为', '我', '觉', '得', 'environment', '以', '后', '会', '很', '需', '要']",39,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",choice,0,6,"at that time, the eighth choice said that the eighth choice i will put him eighth because i think i think the environment","it is the eighth time to return choice so they all talk about the eighth choice i will let him eighth choice it is because i think environment as a result, it will be very needed",选择,2,0,26337136,8037855,13.722626575192804,11.706332182851217,选择选择所所时八第所所所第八八个八八个个我我我我我会会放他他第第八八八八个八个是是是是是是是因为因为我我我我我我觉觉觉,其实 还 那 时候 第八个 选择 所以 都 讲 第八个 选择 我会 放 他 第八个 选择 是因为 我 觉得 环境 以后 会 很 需要,17.225190428491345,20.74868149342814,21.31271332562311,23.784396249973724
23764,UI21MAZ_0101,Interview,-1,21,"['所', '以', '就', '选', '了', 'biology', '因', '为', 'geology', '是', '很', '#sian#', '的', '读', '石', '头', '读', '那', '种', '地', '震', '那', '种', '的', '然', '后', '还', '有', 'chemistry', '不', '要']",31,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > other', 'other > man', 'man > eng', 'eng > man']",biology,0,7,so i chose biology because geology is very # sian # reading the stone head to read that kind of earthquake.,"so i chose biology because geology is very #sian# after reading the stone head, read that kind of earthquake chemistry don't want",生物学,3,0,2889964,1153,16.91060161875044,24.47353450645775,生物学因因因很很＃＃sian＃sian＃的的石石头读种种地地震那那种种的然然后后后后还还还还,所以 就 选 了 生物学 因为 地质学 是 很 ＃ Sian ＃ 的 读 石头 读 那种 地震 那种 的 然后 还有 化学 不要,18.033624815447418,18.033624815447418,24.420959724578083,23.854045787567987
